id,team,position,first_name,second_name,web_name,known_name,team_join_date,birth_date,total_points,bonus,bps,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,points_per_game_rank,points_per_game_rank_type,saves_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
345,Leeds,DEF,Sebastiaan,Bornauw,Bornauw,,2025-07-01,1999-03-22,25,0,73,429,5,0,0,2,5,0,0,0,1,0,0,41,13,8,49,0.20,0.01,0.21,8.71,2.1,331,124,0.0,1.05,1.05,0.42,10.28,0.04,0.0,0.04,1.83,98.6,6.3,19.0,12.2,394,148,459,166,407,147,425,154
346,Leeds,DEF,Sam,Byram,Byram,,2023-08-05,1993-09-16,2,0,1,8,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,0.00,0.00,0.00,1.01,1.0,462,164,0.0,11.25,0.0,0.0,33.75,0.0,0.0,0.0,11.36,5.4,0.0,0.0,0.5,493,178,505,180,472,174,512,179
347,Leeds,DEF,Gabriel,Gudmundsson,Gudmundsson,,2025-07-08,1999-04-29,68,8,286,2637,31,0,0,5,45,1,0,0,4,1,0,119,112,65,184,1.10,2.89,3.98,41.06,2.1,330,123,0.0,1.54,1.06,0.17,6.28,0.04,0.1,0.14,1.4,442.6,363.7,158.0,96.4,156,65,108,28,228,59,160,54
348,Leeds,DEF,Joe,Rodon,Rodon,,2024-07-02,1997-10-22,109,5,373,2952,33,2,0,6,53,0,0,0,3,0,0,237,85,37,274,1.40,0.56,1.96,48.54,3.1,175,66,0.0,1.62,1.01,0.18,8.35,0.04,0.02,0.06,1.48,707.2,137.3,242.0,109.1,50,21,262,69,147,29,124,35
349,Leeds,DEF,Isaac,Schmidt,Schmidt,,2024-08-30,1999-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,617,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,223,597,222,566,218,609,223
350,Leeds,MID,Brenden,Aaronson,Aaronson,,2022-07-01,2000-10-22,126,5,446,2449,30,4,8,9,32,0,0,0,3,0,0,36,130,50,216,4.53,3.60,8.13,37.07,3.4,136,58,0.0,1.18,1.1,0.33,7.94,0.17,0.13,0.3,1.36,482.8,486.7,498.0,146.7,138,48,61,50,55,31,61,39
351,Leeds,MID,Wilfried,Gnonto,Gnonto,,2022-09-01,2003-11-05,32,0,134,521,4,0,3,1,14,0,0,0,3,0,0,15,26,18,59,0.40,0.77,1.17,11.99,1.4,437,190,0.0,2.42,0.69,0.17,10.19,0.07,0.13,0.2,2.07,85.2,129.3,61.0,27.5,403,177,273,166,336,175,375,176
352,Leeds,MID,Jack,Harrison,Harrison,,2021-07-02,1996-11-20,12,0,51,262,1,0,0,0,5,0,0,0,0,0,0,6,13,5,24,0.28,0.23,0.51,3.82,1.1,461,205,0.0,1.72,0.34,0.0,8.24,0.1,0.08,0.18,1.31,30.0,49.4,35.0,11.5,451,199,370,191,372,189,428,192
353,Leeds,MID,Daniel,James,James,,2021-08-31,1997-11-10,23,0,93,547,6,0,0,1,16,0,0,0,0,0,0,9,19,7,35,0.91,0.71,1.62,14.39,1.2,454,202,0.0,2.63,0.99,0.16,5.76,0.15,0.12,0.27,2.37,70.8,133.1,133.0,33.9,413,180,268,164,248,138,357,171
354,Leeds,MID,Ethan,Ampadu,Ampadu,,2023-07-19,2000-09-14,134,11,586,3119,35,1,4,8,49,0,0,0,10,0,0,151,184,81,416,2.47,2.20,4.67,48.66,3.8,79,37,0.0,1.41,1.01,0.23,12.0,0.07,0.06,0.13,1.4,592.2,384.8,166.0,114.7,87,28,100,71,219,118,111,62
355,Leeds,MID,Sam,Greenwood,Greenwood,,2021-01-09,2002-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,793,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793,344,789,344,786,343,793,344
356,Leeds,MID,Ilia,Gruev,Gruev,,2023-08-31,2000-05-06,56,3,245,1318,15,0,4,5,23,0,0,0,3,0,0,40,51,23,114,0.49,0.86,1.35,25.27,2.4,291,118,0.0,1.57,1.02,0.34,7.78,0.03,0.06,0.09,1.73,199.4,171.0,64.0,43.2,312,135,230,149,331,171,329,156
357,Leeds,MID,Largie,Ramazani,Ramazani,,2024-08-22,2001-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,795,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795,346,791,346,788,345,795,346
358,Leeds,MID,Tanaka,Ao,Tanaka,,2024-08-30,1998-09-10,67,4,288,1307,14,2,1,3,22,0,0,0,1,0,0,38,82,27,147,1.44,1.39,2.83,21.49,2.4,293,120,0.0,1.51,0.96,0.21,10.12,0.1,0.1,0.2,1.48,224.2,307.6,104.0,63.6,291,124,140,94,280,150,256,128
359,Leeds,MID,Charlie,Crew,Crew,,2024-03-28,2006-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,733,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728,293,723,294,706,288,729,294
360,Leeds,MID,Joe,Gelhardt,Gelhardt,,2021-02-07,2002-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,722,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716,281,712,283,695,277,718,283
361,Leeds,MID,Darko,Gyabi,Gyabi,,2022-07-04,2004-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,723,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717,282,713,284,696,278,719,284
362,Leeds,FWD,Joël,Piroe,Piroe,,2023-08-24,1999-08-02,17,0,42,244,2,0,0,1,9,0,0,0,0,0,0,2,10,2,14,0.90,0.13,1.03,6.81,1.1,459,55,0.0,3.32,0.74,0.37,5.16,0.33,0.05,0.38,2.51,13.6,38.1,120.0,16.5,470,54,386,51,263,49,410,52
363,Leeds,FWD,Patrick,Bamford,Bamford,,2018-07-31,1993-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,788,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788,88,784,87,781,87,788,88
364,Leeds,FWD,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,,2022-11-04,2003-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,814,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814,91,813,91,810,91,814,91
365,Leeds,FWD,Lukas,Nmecha,Nmecha,,2025-07-01,1998-12-14,73,8,268,1065,10,6,1,3,23,0,0,1,0,0,0,15,30,12,57,7.25,1.58,8.83,21.84,2.4,297,32,0.0,1.94,0.85,0.25,4.82,0.61,0.13,0.74,1.85,290.4,153.5,434.0,87.8,252,24,248,29,67,26,177,27
493,Leeds,MID,Sean,Longstaff,Longstaff,,2025-07-18,1997-10-30,56,5,273,1003,10,2,2,1,20,0,0,0,2,0,0,29,43,38,110,1.23,1.87,3.10,15.88,2.4,292,119,0.0,1.79,0.9,0.09,9.87,0.11,0.17,0.28,1.42,291.8,403.7,116.0,81.2,248,106,87,63,269,146,200,95
660,Leeds,MID,Anton,Stach,Stach,,2025-07-22,1998-11-15,137,14,550,2369,28,5,6,7,36,0,0,0,3,0,0,81,120,65,266,2.88,4.47,7.35,34.05,4.7,19,9,0.0,1.37,1.06,0.27,10.11,0.11,0.17,0.28,1.29,650.0,921.4,315.0,188.8,67,19,8,8,104,62,29,23
665,Leeds,GKP,Lucas Estella,Perri,Perri,Lucas Perri,2025-07-26,1997-12-10,43,3,153,1440,16,0,0,3,29,0,0,0,2,0,38,16,100,0,0,0.00,0.00,0.00,26.68,2.7,237,27,2.38,1.81,1.0,0.19,0.0,0.0,0.0,0.0,1.67,322.4,0.0,0.0,32.2,232,22,670,87,649,77,363,22
691,Leeds,FWD,Dominic,Calvert-Lewin,Calvert-Lewin,,2025-08-15,1997-03-16,142,20,472,2721,30,14,2,8,34,0,0,1,3,0,0,49,46,10,105,15.57,1.06,16.62,35.74,4.1,52,7,0.0,1.12,0.99,0.26,3.47,0.51,0.04,0.55,1.18,619.6,311.1,1026.0,194.7,75,6,137,10,5,4,28,6
698,Leeds,MID,Noah,Okafor,Okafor,,2025-08-21,2000-05-24,109,11,354,1553,19,8,3,6,26,0,0,0,3,0,0,29,61,23,113,5.25,1.32,6.57,24.54,3.9,74,34,0.0,1.51,1.1,0.35,6.55,0.3,0.08,0.38,1.42,438.8,275.0,435.0,115.0,157,55,157,103,65,38,109,61
706,Leeds,DEF,James,Justin,Justin,,2025-08-25,1998-02-23,94,9,338,1893,21,2,1,6,26,0,0,0,4,0,0,128,70,55,183,1.83,1.16,2.99,33.01,3.2,157,55,0.0,1.24,1.0,0.29,8.7,0.09,0.06,0.15,1.57,469.8,190.9,220.0,88.3,144,59,217,53,164,36,176,58
741,Leeds,FWD,Harry,Gray,Gray,,2025-04-20,2008-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,762,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761,82,754,81,741,81,761,82
787,Leeds,MID,Sam,Chambers,Chambers,,2024-08-22,2007-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,698,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691,265,686,267,667,260,693,267
837,Leeds,DEF,Jayden,Lienou,Lienou,,2026-05-10,2008-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,652,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642,250,634,249,605,247,645,250
838,Leeds,MID,Rhys,Chadwick,Chadwick,,2025-07-18,2007-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,753,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751,312,744,311,731,308,751,312
839,Leeds,MID,Alfie,Cresswell,Cresswell,,2026-05-16,2007-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,760,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758,319,751,318,738,315,758,319
366,Liverpool,GKP,Alisson,Becker,A.Becker,Alisson Becker,2018-07-19,1992-10-02,91,8,389,2340,26,0,0,8,31,0,0,0,1,0,57,37,229,0,0,0.00,0.03,0.03,29.58,3.5,119,13,2.19,1.19,1.0,0.31,0.0,0.0,0.0,0.0,1.14,479.8,0.1,0.0,47.8,139,20,504,19,819,96,312,20
367,Liverpool,GKP,Giorgi,Mamardashvili,Mamardashvili,,2024-08-27,2000-09-29,34,2,139,867,10,0,0,2,18,0,1,0,0,0,34,10,76,1,0,0.00,0.00,0.00,13.29,3.4,123,14,3.53,1.87,1.04,0.21,0.0,0.0,0.0,0.0,1.38,275.6,0.0,0.0,27.5,263,24,639,81,610,66,374,24
368,Liverpool,GKP,Ármin,Pécsi,Pécsi,,2025-06-07,2005-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,557,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,44,528,24,497,9,549,44
369,Liverpool,GKP,Freddie,Woodman,Woodman,,2025-07-01,1997-03-04,6,0,34,212,2,0,0,0,4,0,0,0,0,0,9,4,22,0,0,0.00,0.00,0.00,4.76,2.0,342,34,3.82,1.7,0.85,0.0,0.0,0.0,0.0,0.0,2.02,83.8,0.0,0.0,8.4,404,30,539,33,508,18,444,31
370,Liverpool,DEF,Jeremie,Frimpong,Frimpong,,2025-06-01,2000-12-10,63,1,237,1032,12,0,5,5,13,0,0,0,1,0,0,19,52,11,30,0.50,1.55,2.05,12.97,3.0,201,79,0.0,1.13,1.05,0.44,2.62,0.04,0.14,0.18,1.13,133.2,244.6,186.0,56.5,364,134,168,43,200,52,281,89
371,Liverpool,DEF,Milos,Kerkez,Kerkez,,2025-06-26,2003-11-07,85,4,357,2251,27,2,1,6,37,0,0,0,4,0,0,93,88,41,134,1.50,0.69,2.19,30.10,2.5,277,108,0.0,1.48,1.08,0.24,5.36,0.06,0.03,0.09,1.2,434.6,415.8,141.0,99.4,163,67,81,20,239,62,151,48
372,Liverpool,DEF,Andrew,Robertson,Robertson,,2017-07-21,1994-03-11,55,4,216,1165,11,1,0,4,16,0,0,0,0,0,0,43,40,12,55,1.10,1.40,2.49,17.44,2.3,310,118,0.0,1.24,0.85,0.31,4.25,0.08,0.11,0.19,1.35,239.8,318.8,121.0,68.2,282,112,133,34,262,70,243,83
373,Liverpool,DEF,Virgil,van Dijk,Virgil,,2018-01-01,1991-07-08,175,10,593,3420,38,6,1,10,53,0,0,0,4,0,0,329,87,23,352,3.77,1.44,5.21,47.63,4.6,26,9,0.0,1.39,1.0,0.26,9.26,0.1,0.04,0.14,1.25,1169.4,215.9,490.0,187.6,3,1,189,48,56,2,30,1
374,Liverpool,DEF,Ibrahima,Konaté,Konaté,,2021-07-01,1999-05-25,129,8,532,3090,36,1,0,10,45,0,0,0,7,0,0,240,118,53,293,1.19,0.98,2.17,40.66,3.6,104,39,0.0,1.31,1.05,0.29,8.53,0.03,0.03,0.06,1.18,779.2,160.5,119.0,106.1,35,13,236,60,266,73,133,41
375,Liverpool,DEF,Conor,Bradley,Bradley,,2023-09-25,2003-07-09,42,2,157,928,12,0,2,4,13,0,0,0,5,0,0,46,43,19,65,0.18,0.84,1.02,10.77,2.8,222,90,0.0,1.26,1.16,0.39,6.3,0.02,0.08,0.1,1.04,157.4,105.2,62.0,32.3,343,129,297,94,334,108,362,124
376,Liverpool,DEF,Joe,Gomez,Gomez,,2015-06-20,1997-05-23,33,2,94,594,7,0,2,2,14,0,0,0,4,0,0,36,20,10,46,0.28,0.64,0.92,9.31,1.6,414,152,0.0,2.12,1.06,0.3,6.97,0.04,0.1,0.14,1.41,122.8,77.8,31.0,23.2,372,140,331,111,377,129,388,135
377,Liverpool,DEF,Konstantinos,Tsimikas,Tsimikas,,2020-08-10,1996-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,787,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787,265,783,265,776,265,787,265
378,Liverpool,DEF,Amara,Nallo,Nallo,,2024-02-27,2006-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,541,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,187,511,186,479,181,533,187
379,Liverpool,DEF,Rhys,Williams,R.Williams,,2020-09-23,2001-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,537,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526,183,506,181,473,175,529,183
380,Liverpool,DEF,Calvin,Ramsay,Ramsay,,2022-06-19,2003-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,538,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,184,507,182,475,177,530,184
381,Liverpool,MID,Mohamed,Salah,M.Salah,Mohamed Salah,2017-07-01,1992-06-15,123,11,392,2144,23,7,7,7,35,0,0,0,1,0,0,11,81,17,109,8.23,5.44,13.67,30.94,4.6,28,13,0.0,1.47,0.97,0.29,4.58,0.35,0.23,0.58,1.3,524.8,740.7,805.0,207.1,124,39,21,20,16,8,21,16
382,Liverpool,MID,Florian,Wirtz,Wirtz,,2025-06-20,2003-05-03,125,17,521,2374,27,5,4,10,32,0,0,0,1,0,0,26,116,34,176,6.83,5.14,11.96,33.99,3.8,86,42,0.0,1.21,1.02,0.38,6.67,0.26,0.19,0.45,1.29,526.4,908.2,665.0,210.0,121,38,10,10,28,13,17,12
383,Liverpool,MID,Luis,Díaz Marulanda,Luis Díaz,,2022-01-30,1997-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,840,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840,378,840,378,840,378,840,378
384,Liverpool,MID,Cody,Gakpo,Gakpo,,2023-01-01,1999-05-07,131,5,449,2736,32,7,5,10,39,0,0,0,3,0,0,37,87,28,152,8.35,4.67,13.02,34.94,3.6,108,49,0.0,1.28,1.05,0.33,5.0,0.27,0.15,0.42,1.15,540.4,714.7,831.0,208.4,109,32,25,24,10,5,19,14
385,Liverpool,MID,Federico,Chiesa,Chiesa,,2024-08-29,1997-10-25,37,0,135,317,1,2,1,0,9,0,0,0,3,0,0,13,9,8,30,1.45,0.61,2.06,6.50,1.4,439,192,0.0,2.56,0.28,0.0,8.52,0.41,0.17,0.58,1.85,122.0,47.5,182.0,34.9,373,167,373,192,208,109,352,169
386,Liverpool,MID,Alexis,Mac Allister,Mac Allister,,2023-06-14,1998-12-24,108,9,490,2654,31,2,5,7,41,0,0,0,7,0,0,64,112,53,229,3.89,1.69,5.58,36.97,2.9,213,83,0.0,1.39,1.05,0.24,7.77,0.13,0.06,0.19,1.25,475.4,562.2,365.0,139.9,143,51,45,39,86,51,70,44
387,Liverpool,MID,Dominik,Szoboszlai,Szoboszlai,,2023-07-02,2000-10-25,160,21,780,3232,36,6,7,9,52,0,0,1,8,1,0,96,186,56,338,4.76,6.83,11.59,45.63,4.4,39,17,0.0,1.45,1.0,0.25,9.41,0.13,0.19,0.32,1.27,867.8,1324.6,417.0,260.9,20,6,2,2,71,41,4,3
388,Liverpool,MID,Curtis,Jones,C.Jones,,2018-04-06,2001-01-30,81,6,447,1923,18,1,3,3,37,0,0,0,2,0,0,53,144,40,237,2.21,2.77,4.98,31.44,2.4,299,125,0.0,1.73,0.84,0.14,11.09,0.1,0.13,0.23,1.47,407.4,412.1,227.0,104.6,178,68,84,60,159,88,137,74
390,Liverpool,MID,Ryan,Gravenberch,Gravenberch,,2023-09-01,2002-05-16,144,17,671,2991,34,5,5,9,42,0,0,0,5,0,0,112,127,59,298,1.89,2.26,4.15,38.41,4.0,61,28,0.0,1.26,1.02,0.27,8.97,0.06,0.07,0.13,1.16,687.0,497.2,220.0,140.1,55,14,58,49,166,91,68,43
392,Liverpool,MID,Endo,Wataru,Endo,,2023-08-18,1993-02-09,12,0,49,170,1,0,1,1,5,0,0,0,1,0,0,13,3,7,23,0.04,0.05,0.09,4.11,1.5,424,183,0.0,2.65,0.53,0.53,12.18,0.02,0.03,0.05,2.18,56.0,18.1,6.0,8.0,428,183,418,205,441,213,447,201
393,Liverpool,MID,Stefan,Bajčetić Maquieira,Bajcetic,,2022-07-11,2004-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,663,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653,240,647,244,623,232,656,242
394,Liverpool,MID,James,McConnell,McConnell,,2023-07-18,2004-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,689,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,258,677,261,656,252,683,260
395,Liverpool,MID,Tyler,Morton,Morton,,2021-07-22,2002-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,715,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709,275,705,277,688,271,711,277
396,Liverpool,MID,Trey,Nyoni,Nyoni,,2023-11-11,2007-06-30,6,0,11,21,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5,0.37,0.02,0.39,0.85,1.0,481,210,0.0,4.29,0.0,0.0,21.43,1.59,0.09,1.68,3.64,4.2,13.4,4.0,2.1,496,223,428,210,445,216,488,219
397,Liverpool,FWD,Darwin,Núñez Ribeiro,Darwin,,2022-06-14,1999-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,837,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837,94,837,94,837,94,837,94
398,Liverpool,FWD,Jayden,Danns,Danns,,2024-02-20,2006-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,671,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660,68,655,67,633,67,663,69
499,Liverpool,FWD,Alexander,Isak,Isak,,2025-09-01,1999-09-21,41,4,140,694,8,3,1,1,9,0,0,0,0,0,0,10,13,7,30,2.59,0.08,2.67,8.38,2.9,215,23,0.0,1.17,1.04,0.13,3.89,0.34,0.01,0.35,1.09,146.4,39.2,191.0,36.9,350,36,385,50,195,43,345,45
661,Liverpool,FWD,Hugo,Ekitiké,Ekitiké,,2025-07-23,2002-06-20,125,22,433,1797,21,11,4,7,25,0,0,0,0,0,0,32,42,11,85,10.10,2.45,12.55,26.11,4.5,33,6,0.0,1.25,1.05,0.35,4.26,0.51,0.12,0.63,1.31,525.8,307.2,739.0,156.2,123,12,141,12,23,13,53,10
686,Liverpool,MID,Rio,Ngumoha,Ngumoha,,2024-12-17,2008-08-29,43,4,188,547,5,2,1,2,12,0,0,0,0,0,0,7,19,4,30,1.34,2.01,3.35,8.92,2.3,306,127,0.0,1.97,0.82,0.33,4.94,0.22,0.33,0.55,1.47,176.0,222.8,203.0,60.1,327,145,183,120,182,98,268,133
692,Liverpool,DEF,Giovanni,Leoni,Leoni,,2025-08-15,2006-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,805,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805,266,801,266,798,266,805,266
746,Liverpool,MID,Kieran,Morrison,Morrison,,2025-01-29,2006-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,761,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760,320,753,319,740,316,760,320
760,Liverpool,DEF,Wellity,Lucky,Lucky,,2025-08-01,2006-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,627,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,229,609,228,578,224,620,229
830,Liverpool,FWD,Will,Wright,Wright,,2025-08-04,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,780,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780,86,773,85,761,85,780,86
832,Liverpool,DEF,Talla,Ndiaye,Ndiaye,Talla Ndiaye,2026-04-02,2008-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,655,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645,253,637,252,608,250,648,253
82,Man City,MID,Antoine,Semenyo,Semenyo,,2026-01-09,2000-01-07,202,18,678,3200,37,17,6,12,52,0,0,1,7,0,0,49,142,45,236,11.10,3.12,14.21,47.67,5.5,5,2,0.0,1.46,1.04,0.34,6.64,0.31,0.09,0.4,1.34,923.2,607.4,1047.0,257.7,10,2,36,33,4,1,5,4
182,Man City,GKP,James,Trafford,Trafford,,2025-07-29,2002-10-10,13,0,67,360,4,0,0,1,6,0,0,0,0,0,14,6,35,2,0,0.00,0.00,0.00,5.74,3.2,163,20,3.5,1.5,1.0,0.25,0.0,0.0,0.0,0.0,1.44,118.0,0.0,0.0,11.9,377,28,703,90,686,80,427,28
260,Man City,DEF,Marc,Guéhi,Guéhi,,2026-01-19,2000-07-13,179,14,688,3150,35,3,5,14,35,0,0,0,6,0,0,232,139,46,278,4.05,2.37,6.42,44.58,5.1,8,2,0.0,1.0,1.0,0.4,7.94,0.12,0.07,0.19,1.27,901.6,304.6,402.0,160.9,14,5,146,37,78,6,49,8
399,Man City,GKP,Ederson,Santana de Moraes,Ederson M.,,2017-07-01,1993-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,819,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819,97,819,97,817,95,819,97
401,Man City,GKP,Marcus,Bettinelli,Bettinelli,,2025-06-10,1992-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,544,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533,42,514,21,482,6,536,42
402,Man City,DEF,Rayan,Aït-Nouri,Aït-Nouri,,2025-06-09,2001-06-06,60,9,237,971,12,0,2,5,8,0,0,0,2,0,0,32,49,35,67,0.53,2.01,2.54,12.25,3.5,122,46,0.0,0.74,1.11,0.46,6.21,0.05,0.19,0.24,1.14,195.6,216.4,90.0,50.2,314,122,188,47,301,90,303,99
403,Man City,DEF,Joško,Gvardiol,Gvardiol,,2023-08-05,2002-01-23,79,5,303,1370,16,2,2,6,13,0,0,0,2,0,0,86,49,17,103,2.25,0.70,2.95,16.05,4.4,35,12,0.0,0.85,1.05,0.39,6.77,0.15,0.05,0.2,1.05,369.0,109.5,218.0,69.8,202,86,290,90,170,39,239,82
